"","ObjectID","Loc_name","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","CntryName","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ExInfo","IN_Address","IN_Address2","IN_Address3","IN_Neighborhood","IN_City","IN_Subregion","IN_Region","IN_Postal","IN_PostalExt","IN_CountryCode","USER_Region","USER_State","USER_Borrower_Name","USER_State_Tracking_Number","USER_Type_of_Assistance","USER_Supplemental_Appropriation","USER_Latest_Agreement_Action","USER_Initial_Agreement_Date","USER_Initial_Agreement_Amount","USER_Date_of_Latest_Agreement_Action","USER_Current_Agreement_Amount","USER_Annual_Interest_Rate____","USER_Annual_Fee_Rate____","USER_Annual_Finance_Charge____","USER_Upfront_Fees","USER_Repayment_Period__Years_","USER_Includes_Additional_Subsidy_","USER_Additional_Subsidy_Amount","USER_Green_Project_Reserve__GPR__Total","USER_Hardship_Disadvantaged_Community_","USER_Programmatic_Finance_","USER_Sponsorship_Lending_","USER_Sponsorship_Lending__Implementing_Partner","USER_Conduit_Finance_","USER_Subagreements_To_Date","USER_Total_Non_SRF_Co_funding","USER_Non_SRF_Co_funding___Federal","USER_Non_SRF_Co_funding___State","USER_Non_SRF_Co_funding___Local","USER_Project_Name","USER_Project_Description","USER_Project_Needs_Categories","USER_Facility_Name","USER_NPDES_Permit_Number","USER_Population_Served_by_Project","USER_Project_Start","USER_Project_Completion_Date","USER_Affected_Waterbody_Designation","USER_CWA_Compliance_Objective","USER_Designated_Water_Use___Protect","USER_Designated_Water_Use___Restore","USER_Improvement_or_Maintenance_of_Receiving_Waterbody_","USER_Linked_Assistance_Agreement_","USER_Linked_Assistance_Agreement___State_Tracking_Number","geometry"
"90",90,"World","M",100,"M","Yadkin Valley Sewer Authority","Yadkin Valley Sewer Authority, 500 NC Highway 268 W, Elkin, NC, 28621, USA","Yadkin Valley Sewer Authority","POI","Government Office","Yadkin Valley Sewer Authority","500 NC Highway 268 W, Elkin, North Carolina, 28621","(336) 835-9819","www.yvsa.org",22," ","500"," "," "," "," "," "," ","NC Highway 268"," ","W"," "," "," "," "," "," "," ","500 NC Highway 268 W"," "," "," "," ","Elkin"," ","Surry County","North Carolina","NC"," "," ","28621","2811","USA","United States","ENG",0,-80.864736363339,36.253249405661,-80.8647657,36.2538208,-80.8697657,-80.8597657,36.2488208,36.2588208," ","Yadkin Valley Sewer Authority",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Yadkin Valley Sewer Authority","CS370541-05","Loan","Not Applicable","Initial Agreement",2019-03-12,1177451,2019-03-12,1177451,0,0,0,0,20,"Yes",500000,0,"No","No","No",NA,"No",0,0,0,0,0,"2018 Pump Stations Rehabilitation Projec","Fox Hall PS:  Replacement of 25 gpm submersible the pumps, rails discharge pipes, valves, and installation of a valve vault.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,177,451.00",NA,NA,5500,2020-07-20,2021-05-10,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(1450171.25273554, 916464.140323585)
"91",91,"World","M",97.04,"A","Plymouth Township, North Carolina","Plymouth Township, NC, USA","Plymouth Township","Locality","City","Plymouth Township","Township of Plymouth, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Plymouth","","Washington County","North Carolina","NC","","","","","USA","United States","ENG",0,-76.74721,35.79296,-76.74721,35.79296,-76.84521,-76.64921,35.69496,35.89096,"OF","Plymouth, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Plymouth, Town of","CS370500-05","Loan","Not Applicable","Initial Agreement",2018-06-08,2042500,2018-06-08,2042500,0,NA,0,0,20,"Yes",500000,0,"No","No","No",NA,"No",0,0,0,0,0,"WWTP Rehabilitation & Improvements","Replacement of existing bar screen and grit removal system with new rotary drum screen and vortex grit removal system; rehabilitation of the aeration basin and secondary clarifier No.2; installation of new chlorine contact basin with liquid chlorination/dechlorination storage and chemical feed systems; new post aeration system; new effluent flow monitor and composite sampler; replacement of the aerobic sludge stabilization/storage tank No.2; new decant pump station; and installation of a new SCADA system.","Centralized Wastewater Treatment - Secondary Treatment: $2,042,500.00",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"No",NA,c(2668027.17056487, 751114.28917812)
"92",92,"World","M",96.1,"A","Town of La Grange, North Carolina","Town of La Grange, NC, USA","Town of La Grange","Locality","City","Town of La Grange","Town of La Grange, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of La Grange","","Lenoir County","North Carolina","NC","","","","","USA","United States","ENG",0,-77.7889,35.30642,-77.7889,35.30642,-77.8139,-77.7639,35.28142,35.33142,"","La Grange, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","La Grange, Town of","CS370467-05","Loan","Not Applicable","Final Agreement",2018-06-13,202450,2020-07-24,199661,0,NA,0,0,20,"Yes",99831,0,"No","No","No",NA,"No",0,0,0,0,0,"Eastwood Area and 10-inch Gravity Outfall","Repair 20 LF and pinhole in CIPP liner, replace 2 MHs and 9 service laterals.  Lake Pines Area: Replace 3 MH's and 3 service laterals.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $199,661.00",NA,NA,2844,2018-12-17,2019-06-23,NA,NA,NA,NA,NA,"No",NA,c(2361313.75714714, 568651.955929026)
"93",93,"World","M",97.24,"A","City of Thomasville, North Carolina","City of Thomasville, NC, USA","City of Thomasville","Locality","City","City of Thomasville","City of Thomasville, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Thomasville","","Davidson County","North Carolina","NC","","","","","USA","United States","ENG",0,-80.08071,35.88129,-80.08071,35.88129,-80.13071,-80.03071,35.83129,35.93129,"","Thomasville, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Thomasville, City of","CS370619-06","Loan","Not Applicable","Initial Agreement",2018-05-03,1150000,2018-05-03,1150000,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Hank's Branch Sanitary Sewer Rehab, Phase I","Hank's Branch Phase 1: Rehabilitation of 5,100 LF of 18-inch gravity sewer and 26 MHs.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,150,000.00",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"No",NA,c(1679862.37892823, 777428.814723352)
"94",94,"World","M",100,"M","Yadkin Valley Sewer Authority","Yadkin Valley Sewer Authority, 500 NC Highway 268 W, Elkin, NC, 28621, USA","Yadkin Valley Sewer Authority","POI","Government Office","Yadkin Valley Sewer Authority","500 NC Highway 268 W, Elkin, North Carolina, 28621","(336) 835-9819","www.yvsa.org",22," ","500"," "," "," "," "," "," ","NC Highway 268"," ","W"," "," "," "," "," "," "," ","500 NC Highway 268 W"," "," "," "," ","Elkin"," ","Surry County","North Carolina","NC"," "," ","28621","2811","USA","United States","ENG",0,-80.864736363339,36.253249405661,-80.8647657,36.2538208,-80.8697657,-80.8597657,36.2488208,36.2588208," ","Yadkin Valley Sewer Authority",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Yadkin Valley Sewer Authority","CS370541-03","Loan","Not Applicable","Amendment",2018-08-23,1295414,2020-09-28,1242183,0,0,0,0,20,"Yes",483000,0,"No","No","No",NA,"No",0,0,0,0,0,"2017 WWTP Improvements","Rehabilitation and improvements to include epoxy injections and coating of the 40’ dia. x 22’ aerobic digester tank and 40’ dia. x 20’ sludge holding tank and two (2) new platforms for the digester; rehabilitation of three (3) sludge drying beds; replacement of two (2) 65 gpm WAS pumps; installation of a vacuum truck unloading station; and repair of the WWTP access road, demolition of abandoned structures, perimeter fencing repairs, and yard piping improvements.","Centralized Wastewater Treatment - Advanced Treatment: $1,242,183.00","YADKIN VALLEY SEWER AUTHORITY WWTP","NC0020567",5500,2019-06-01,2020-09-28,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(1450171.25273554, 916464.140323585)
"95",95,"World","M",96.67,"A","Ayden Township, North Carolina","Ayden Township, NC, USA","Ayden Township","Locality","City","Ayden Township","Township of Ayden, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Ayden","","Pitt County","North Carolina","NC","","","","","USA","United States","ENG",0,-77.43483,35.46828,-77.43483,35.46828,-77.49883,-77.37083,35.40428,35.53228,"OF","Ayden, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Ayden, Town of","CS370902-02","Loan","Not Applicable","Initial Agreement",2018-04-12,1305130,2018-04-12,1305130,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"2016 Sanitary Sewer Replacement","Replace 4400 Lf of 15-inch gravity sewer and 11 MH's","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,305,130.00",NA,NA,0,NA,NA,"Impaired","Maintain Compliance",NA,"Class C: Secondary<br><br>Nutrient Sensitive Waters (NSW): Secondary","Maintenance","No",NA,c(2466008.75747097, 629031.567599742)
"96",96,"World","M",98.01,"A","City of Charlotte, North Carolina","City of Charlotte, NC, USA","City of Charlotte","Locality","City","City of Charlotte","City of Charlotte, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Charlotte","","Mecklenburg County","North Carolina","NC","","","","","USA","United States","ENG",0,-80.83082,35.20797,-80.83082,35.20797,-81.08082,-80.58082,34.95797,35.45797,"","Charlotte, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Charlotte, City of","CS370377-15","Loan","Not Applicable","Amendment",2018-05-08,60000000,2019-08-12,68366084,1.71,NA,1.71,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"McAlpine Creek WWMF Clarifier and Aeration Rehab Project","Rehabilitation of 16 secondary clarifiers including RAS pumping modifications, 28 aeration basins including blowers, diffusers, piping, instrumentation and ancillary components.   (PROJECT FUNDING WILL BE REQUESTED OVER 5 FUNDING CYCLES)","Centralized Wastewater Treatment - Sewer System Rehabilitation: $68,366,084.00","McAlpine Creek WWMF",NA,0,NA,NA,NA,NA,NA,NA,NA,"No",NA,c(1453158.59041887, 535660.143745806)
"97",97,"World","M",100,"M","Johnston County, North Carolina","Johnston County, NC, USA","Johnston County","Locality","County","Johnston County","North Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Johnston County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-78.365659090409,35.517711537531,-78.365659090409,35.517711537531,-78.667659090409,-78.063659090409,35.215711537531,35.819711537531," ","Johnston County",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Johnston County","CS370560-16","Loan","Not Applicable","Final Agreement",2018-02-28,5100000,2022-09-22,8242863,1.04,0,1.04,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"McGee's Crossroads Sewer Upgrade","Construction of approximately 15,000 LF of 8-inch FM and 10,000 LF of 16-inch FM from the existing McGee’s Pump Station to existing 12-inch FM; replacement of pumps with 180 GPM @114 TDH maintaining original permitted capacity.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $8,242,863.00",NA,NA,5404,2020-09-14,2022-09-22,"Not Applicable","Maintain Compliance",NA,NA,"Improvement","No",NA,c(2188758.22845816, 643952.158199923)
"98",98,"World","M",97.24,"A","Mocksville Township, North Carolina","Mocksville Township, NC, USA","Mocksville Township","Locality","City","Mocksville Township","Township of Mocksville, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Mocksville","","Davie County","North Carolina","NC","","","","","USA","United States","ENG",0,-80.56465,35.90546,-80.56465,35.90546,-80.64065,-80.48865,35.82946,35.98146,"OF","Mocksville, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Mocksville, Town of","CS370606-02","Loan","Not Applicable","Amendment",2018-02-12,3300000,2022-02-08,3901623,1.16,0,1.16,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Dutchman's Creek WWTP Renovation","Replace influent screening, secondary clarifier, RAS/WAS pumping, install new gravity belt thickener and additional aerobic digester.","Centralized Wastewater Treatment - Secondary Treatment: $3,901,623.00","Dutchman's Creek WWTP","NC0021491",5266,2019-06-03,2020-08-01,"Not Assessed","Not Applicable",NA,NA,"Maintenance","No",NA,c(1536654.0270328, 788135.86831224)
"99",99,"World","M",97.63,"A","City of Jacksonville, North Carolina","City of Jacksonville, NC, USA","City of Jacksonville","Locality","City","City of Jacksonville","City of Jacksonville, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Jacksonville","","Onslow County","North Carolina","NC","","","","","USA","United States","ENG",0,-77.3962,34.73231,-77.3962,34.73231,-77.4852,-77.3072,34.64331,34.82131,"","Jacksonville, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Jacksonville, City of","CS370386-08","Loan","Not Applicable","Initial Agreement",2018-01-11,480200,2018-01-11,480200,0,0,0,0,20,"No",0,480200,"No","No","No",NA,"No",0,0,0,0,0,"Wardola-Thompson School Creek Restoration Project","Install 28 feet of 13FT x 7FT Box Culvert to improve connectivity and restore fish passage between Thompson School Creek and Wilson Bay, off the New River. Remove non-native and invasive vegetation, replanting and obtaining conservation easements.","Stormwater - Green Infrastructure: $480,200.00",NA,NA,67784,NA,NA,NA,NA,NA,NA,NA,"No",NA,c(2481836.50978797, 361400.476394575)
"100",100,"World","M",100,"M","Johnston County, North Carolina","Johnston County, NC, USA","Johnston County","Locality","County","Johnston County","North Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Johnston County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-78.365659090409,35.517711537531,-78.365659090409,35.517711537531,-78.667659090409,-78.063659090409,35.215711537531,35.819711537531," ","Johnston County",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Johnston County","CS370560-17","Loan","Not Applicable","Initial Agreement",2018-02-12,3188007,2018-02-12,3188007,1.4,0,1.4,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Swift Creek Interceptor and Pump Station Project","Installation of 9,100 lf of 12-inch and 16-inch GS along Swift Creek from NC 42 to Cornwallis Rd, 1,200 gpm PS at Cornwallis Rd with connection to existing FM.","Centralized Wastewater Treatment - New Collector Sewers: $3,188,007.00",NA,NA,0,2018-08-01,NA,NA,NA,NA,NA,NA,"No",NA,c(2188758.22845816, 643952.158199923)
"101",101,"World","M",96.48,"A","City of Lumberton, North Carolina","City of Lumberton, NC, USA","City of Lumberton","Locality","City","City of Lumberton","City of Lumberton, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Lumberton","","Robeson County","North Carolina","NC","","","","","USA","United States","ENG",0,-79.01818,34.63087,-79.01818,34.63087,-79.08718,-78.94918,34.56187,34.69987,"","Lumberton, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Lumberton, City of","CS370455-04","Loan","Not Applicable","Final Agreement",2017-10-13,1000000,2019-12-30,906107,0,NA,0,0,0,"Yes",453053,0,"No","No","No",NA,"No",0,0,0,0,0,"Sanitary Sewer Collection System Rehab, 2016 Priority Repairs","Rehabilitation of 2,900 lf of 8-inch, 1,000 lf of 10-inch, 1,800 lf of 12-inch, and 1,100 lf of 18-inch GS, replacement of 2,600 lf of 8-inch FM.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $906,107.00",NA,NA,0,2018-04-02,2019-07-26,NA,NA,NA,NA,NA,"No",NA,c(1994531.10621185, 320591.576942675)
"102",102,"World","M",100,"M","Stanly County, North Carolina","Stanly County, NC, USA","Stanly County","Locality","County","Stanly County","North Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Stanly County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-80.250865467306,35.311906269056,-80.250865467306,35.311906269056,-80.454865467306,-80.046865467306,35.107906269056,35.515906269056," ","Stanly County",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Stanly County","CS370834-04","Loan","Not Applicable","Amendment",2017-10-04,3058300,2020-10-06,7332819,0,0,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"West Stanly WWTP and Sanitary Sewer Improvements","Perform repairs, replacement, and upgrades to the WWTP and McCoy's Creek pump station.","Centralized Wastewater Treatment - Secondary Treatment: $2,446,640.00<br> Centralized Wastewater Treatment - Sewer System Rehabilitation: $4,886,179.00","West Stanly WWTP","NC0043532",4,NA,NA,NA,NA,NA,NA,NA,"No",NA,c(1626848.58165664, 570795.63518716)
"103",103,"World","M",95.71,"A","City of Raleigh, North Carolina","City of Raleigh, NC, USA","City of Raleigh","Locality","City","City of Raleigh","City of Raleigh, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Raleigh","","Wake County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.64412,35.83218,-78.64412,35.83218,-78.79812,-78.49012,35.67818,35.98618,"","Raleigh, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Raleigh, City of","CS370419-20","Loan","Not Applicable","Initial Agreement",2017-10-13,50000000,2017-10-13,50000000,NA,NA,0,0,0,"No",0,50000000,"No","No","No",NA,"No",0,0,0,0,0,"Neuse River RRF Bioenergy Recovery Project","Rehabilitation of thickening building, belt filter press building, conveyor system and final cake storage area; installation of a new sludge conditioning facilities to include: degritting, screening and de-watering, one 92 dry tons/day THP system, cooling heat exchangers, and two  2.22 MG anaerobic digesters; nitrogen sidestream treatment facility; FOG receiving and pasturization facility; and gas storage, cleaning and utilization facility.","Centralized Wastewater Treatment - Secondary Treatment: $50,000,000.00","Neuse River Resource Recovery Facility",NA,0,NA,NA,NA,NA,NA,NA,NA,"No",NA,c(2105487.91142253, 757999.089576241)
"104",104,"World","M",98.01,"A","City of Albemarle, North Carolina","City of Albemarle, NC, USA","City of Albemarle","Locality","City","City of Albemarle","City of Albemarle, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Albemarle","","Stanly County","North Carolina","NC","","","","","USA","United States","ENG",0,-80.19207,35.36001,-80.19207,35.36001,-80.25207,-80.13207,35.30001,35.42001,"","Albemarle, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Albemarle, City of","CS370522-06","Loan","Not Applicable","Amendment",2017-10-04,4766000,2019-05-16,6293770,0,0,0,0,20,"Yes",500000,0,"No","No","No",NA,"No",0,0,0,0,0,"Sanitary Sewer Rehabilitation, Phase 2 & WWTP Rehabilitation","Replacement or rehabilitation of 7,000 lf of 30-inch, 24-inch, and 18-inch GS and manholes. At the Long Creek WWTP, replacement of 3 screw pumps with 10 mgd, 3.5 mgd, and 3.5 mgd capacity and electrical system.","Centralized Wastewater Treatment - Secondary Treatment: $2,670,285.00<br> Centralized Wastewater Treatment - Sewer System Rehabilitation: $3,623,485.00","Long Creek WWTP","NC0024244",0,NA,NA,NA,NA,NA,NA,NA,"No",NA,c(1644597.49366105, 588085.996503343)
"105",105,"World","M",96.48,"A","Town of Tabor City, North Carolina","Town of Tabor City, NC, USA","Town of Tabor City","Locality","City","Town of Tabor City","Town of Tabor City, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Tabor City","","Columbus County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.87369,34.15392,-78.87369,34.15392,-78.90569,-78.84169,34.12192,34.18592,"","Tabor City, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Tabor City, Town of","CS370609-01","Loan","Not Applicable","Initial Agreement",2017-09-15,1213900,2017-09-15,1213900,0,NA,0,0,20,"Yes",500000,0,"No","No","No",NA,"No",0,0,0,0,0,"WWTP Improvements Project","Improvements to the wastewater treatment plant, including an automated valve to the equalization basin, new clarifier, new disk filters, and associated piping and electrical.","Centralized Wastewater Treatment - Advanced Treatment: $1,213,900.00","Tabor City WWTP",NA,4193,NA,NA,NA,NA,NA,NA,NA,"No",NA,c(2038217.32834024, 147035.89532464)
